date;home_team;away_team;home_score;away_score;competition;stadium;city;country;neutral;world_cup;season;avg_temp_c;min_temp_c;max_temp_c;precipitation_mm;snow_depth_mm;avg_wind_dir_deg;avg_wind_speed_kmh;peak_wind_gust_kmh;avg_sea_level_pres_hpa
2015-02-06;Wales;England;16;21;2015 Six Nations Championship;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2014-11-29;Wales;South Africa;12;6;2014 Autumn International;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2014-11-29;England;Australia;26;17;2014 Autumn International;Twickenham Stadium;London;England;FALSE;FALSE;Autumn;10.6;7.3;13.5;0.5;;61.0;7.9;;1010.1
2014-11-22;Wales;New Zealand;16;34;2014 Autumn International;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2014-11-22;France;Argentina;13;18;2014 Autumn International;Stade de France;Saint-Denis;France;FALSE;FALSE;Autumn;9.8;5.3;15.4;0.0;;;3.7;;1016.5
2014-11-22;Italy;South Africa;6;22;2014 end-of-year test;Stadio Euganeo;Padua;Italy;FALSE;FALSE;;;;;;;;;;
2014-11-22;Ireland;Australia;26;23;2014 Autumn International;Lansdowne Road;Dublin;Ireland;FALSE;FALSE;Autumn;9.1;8.8;10.8;0.3;;236.0;16.7;;1009.2
2014-11-15;Italy;Argentina;18;20;2014 end of year test;Stadio Luigi Ferraris;Genoa;Italy;FALSE;FALSE;Autumn;13.4;11.5;15.6;87.9;;228.0;32.2;;1004.3
2014-11-15;France;Australia;29;26;2014 Autumn International;Stade de France;Saint-Denis;France;FALSE;FALSE;Autumn;10.3;9.3;13.0;0.2;;;7.6;;1002.1
2014-11-15;England;South Africa;28;31;2014 Autumn International;Twickenham;London;England;FALSE;FALSE;Autumn;9.7;6.4;13.2;9.9;;95.0;7.4;;999.3
2014-11-15;Scotland;New Zealand;16;24;2014 Autumn International;Murrayfield;Edinburgh;Scotland;FALSE;FALSE;Autumn;7.3;2.8;9.1;20.8;;30.0;6.6;;1000.8
2014-11-08;Scotland;Argentina;41;31;2014 Autumn International;Murrayfield Stadium;Edinburgh;Scotland;FALSE;FALSE;Autumn;7.4;2.7;9.5;2.5;;205.0;12.6;;991.8
2014-11-08;England;New Zealand;21;24;2014 Autumn International;Twickenham;London;England;FALSE;FALSE;Autumn;10.9;7.6;14.5;4.8;;182.0;18.8;;1000.7
2014-11-08;Wales;Australia;28;33;2014 Autumn International;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2014-11-08;Ireland;South Africa;29;15;2014 end-of-year test;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Autumn;6.9;5.1;9.3;10.2;;245.0;18.6;;992.7
2014-10-18;Australia;New Zealand;28;29;2014 Autumn International;Lang Park;Brisbane;Australia;FALSE;FALSE;Spring;;16.1;26.5;0.0;;;;;
2014-10-04;Argentina;Australia;21;17;2014 Rugby Championship;Estadio Malvinas Argentinas;Mendoza;Argentina;FALSE;FALSE;;;;;;;;;;
2014-10-04;South Africa;New Zealand;27;25;2014 Rugby Championship;Ellis Park;Johannesburg;South Africa;FALSE;FALSE;;;;;;;;;;
2014-09-27;Argentina;New Zealand;13;34;2014 Rugby Championship;Estadio Único;La Plata;Argentina;FALSE;FALSE;Spring;11.5;3.1;;0.0;;;;;
2014-09-27;South Africa;Australia;28;10;2014 Rugby Championship;Newlands Stadium;Cape Town;South Africa;FALSE;FALSE;Spring;12.4;7.4;17.0;0.5;;;18.7;;
2014-09-13;New Zealand;South Africa;14;10;2014 Rugby Championship;Westpac Stadium;Wellington;New Zealand;FALSE;FALSE;Spring;11.8;;17.6;2.0;;;;;
2014-09-13;Australia;Argentina;32;25;2014 Rugby Championship;Robina Stadium;Gold Coast;Australia;FALSE;FALSE;;;;;;;;;;
2014-09-06;Australia;South Africa;24;23;2014 Rugby Championship;Subiaco Oval;Perth;Australia;FALSE;FALSE;Spring;;16.3;22.2;1.2;;;;;
2014-09-06;New Zealand;Argentina;28;9;2014 Rugby Championship;McLean Park;Napier;New Zealand;FALSE;FALSE;;;;;;;;;;
2014-08-23;Argentina;South Africa;31;33;2014 Rugby Championship;Estadio Padre Ernesto Martearena;Salta;Argentina;FALSE;FALSE;;;;;;;;;;
2014-08-23;New Zealand;Australia;51;20;2014 Rugby Championship;Eden Park;Auckland;New Zealand;FALSE;FALSE;Winter;10.3;;15.0;0.0;;;;;
2014-08-16;Australia;New Zealand;12;12;2014 Rugby Championship;Stadium Australia;Sydney;Australia;FALSE;FALSE;Winter;14.4;7.9;16.8;0.0;;;11.9;;1021.4
2014-08-16;South Africa;Argentina;13;6;2014 Rugby Championship;Loftus Versfeld Stadium;Pretoria;South Africa;FALSE;FALSE;Winter;13.4;11.6;24.5;;;;;;
2014-06-28;South Africa;Scotland;55;6;2014 Mid-year Test;Nelson Mandela Bay Stadium;Port Elizabeth;South Africa;FALSE;FALSE;;;;;;;;;;
2014-06-21;Australia;France;39;13;2014 France tour of Australia;Sydney Football Stadium;Sydney;Australia;FALSE;FALSE;Winter;14.6;10.2;20.3;0.0;;285.0;13.1;;1019.3
2014-06-21;South Africa;Wales;31;30;2014 Wales tour of South Africa;Mbombela Stadium;Nelspruit;South Africa;FALSE;FALSE;Winter;12.6;4.1;25.6;;;;;;
2014-06-21;New Zealand;England;36;13;2014 England rugby union tour of New Zealand;Waikato Stadium;Hamilton;New Zealand;FALSE;FALSE;Summer;26.1;23.3;28.6;0.0;;255.0;31.7;;
2014-06-21;New Zealand;England;36;13;2014 England rugby union tour of New Zealand;Waikato Stadium;Hamilton;New Zealand;FALSE;FALSE;Winter;14.1;9.0;16.0;;;327.0;12.2;;
2014-06-21;Argentina;Scotland;19;21;2014 Summer International;Estadio Mario Alberto Kempes;Córdoba;Argentina;FALSE;FALSE;Winter;14.3;5.4;20.5;;;4.0;24.1;;
2014-06-14;Australia;France;6;0;2014 France tour of Australia;Docklands Stadium;Melbourne;Australia;FALSE;FALSE;Winter;;8.7;15.4;0.2;;;;;
2014-06-14;New Zealand;England;28;27;2014 England rugby union tour of New Zealand;Forsyth Barr Stadium;Dunedin;New Zealand;FALSE;FALSE;;;;;;;;;;
2014-06-14;Argentina;Ireland;17;23;2014 Ireland rugby union tour of Argentina;Estadio Monumental José Fierro;Tucumán;Argentina;FALSE;FALSE;;;;;;;;;;
2014-06-14;South Africa;Wales;38;16;2014 Wales tour of South Africa;Kings Park;Durban;South Africa;FALSE;FALSE;;;;;;;;;;
2014-06-07;Argentina;Ireland;17;29;2014 Ireland rugby union tour of Argentina;Estadio Centenario;Resistencia;Argentina;FALSE;FALSE;Winter;17.8;14.1;;0.0;;;;;
2014-06-07;New Zealand;England;20;15;2014 England rugby union tour of New Zealand;Eden Park;Auckland;New Zealand;FALSE;FALSE;Winter;13.0;;18.3;0.0;;;;;
2014-06-07;Australia;France;50;23;2014 France tour of Australia;Lang Park;Brisbane;Australia;FALSE;FALSE;Winter;;13.3;24.4;0.0;;;;;
2014-03-15;Italy;England;11;52;2014 Six Nations Championship;Stadio Olimpico;Rome;Italy;FALSE;FALSE;Spring;12.3;;18.0;0.0;;;;;
2014-03-15;Wales;Scotland;51;3;2014 Six Nations Championship;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2014-03-15;France;Ireland;20;22;2014 Six Nations Championship;Stade de France;Saint-Denis;France;FALSE;FALSE;Spring;10.6;6.7;15.5;0.0;;309.0;15.7;;1027.7
2014-03-09;England;Wales;29;18;2014 Six Nations Championship;Twickenham;London;England;FALSE;FALSE;Spring;12.3;5.8;19.2;0.0;;163.0;12.2;;1022.4
2014-03-08;Scotland;France;17;19;2014 Six Nations Championship;Murrayfield;Edinburgh;Scotland;FALSE;FALSE;Spring;7.5;1.0;12.0;0.5;;200.0;25.9;;1014.9
2014-03-08;Ireland;Italy;46;7;2014 Six Nations Championship;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Spring;9.6;2.8;12.2;0.0;;182.0;36.3;;1014.2
2014-02-22;Italy;Scotland;20;21;2014 Six Nations Championship;Stadio Olimpico;Rome;Italy;FALSE;FALSE;Winter;11.4;;;1.0;;;;;
2014-02-22;England;Ireland;13;10;2014 Six Nations Championship;Twickenham;London;England;FALSE;FALSE;Winter;8.1;4.6;10.9;0.0;;222.0;22.2;;1009.1
2014-02-21;Wales;France;27;6;2014 Six Nations Championship;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2014-02-09;France;Italy;30;10;2014 Six Nations Championship;Stade de France;Saint-Denis;France;FALSE;FALSE;Winter;6.0;3.8;9.2;0.0;;216.0;25.5;;996.7
2014-02-08;Ireland;Wales;26;3;2014 Six Nations Championship;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Winter;6.9;1.5;9.6;4.0;;200.0;34.8;;
2014-02-08;Scotland;England;0;20;2014 Six Nations Championship;Murrayfield Stadium;Edinburgh;Scotland;FALSE;FALSE;Winter;5.7;0.6;7.4;5.3;;159.0;27.9;;963.0
2014-02-02;Ireland;Scotland;28;6;2014 Six Nations Championship;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Winter;6.4;3.3;9.1;3.4;;210.0;32.0;;995.3
2014-02-01;Wales;Italy;23;15;2014 Six Nations;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2014-02-01;France;England;26;24;2014 Six Nations Championship;Stade de France;Saint-Denis;France;FALSE;FALSE;Winter;6.9;5.8;9.0;2.6;;216.0;19.1;;1000.3
2013-11-30;Wales;Australia;26;30;2013 Autumn International;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2013-11-24;Ireland;New Zealand;22;24;2013 Autumn International;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Autumn;6.2;1.9;8.1;0.0;;333.0;10.1;;1034.9
2013-11-23;France;South Africa;10;19;2013 end-of-year test;Stade de France;Saint-Denis;France;FALSE;FALSE;Autumn;5.5;4.5;6.4;0.0;;20.0;16.0;;1018.1
2013-11-23;Italy;Argentina;14;19;2013 end of year test;Stadio Olimpico;Rome;Italy;FALSE;FALSE;Autumn;7.4;6.8;9.0;23.9;;;;;
2013-11-23;Scotland;Australia;15;21;2013 Autumn International;Murrayfield Stadium;Edinburgh;Scotland;FALSE;FALSE;Autumn;2.9;-0.5;8.1;0.0;;273.0;10.7;;1026.4
2013-11-17;Scotland;South Africa;0;28;2013 Autumn International;Murrayfield;Edinburgh;Scotland;FALSE;FALSE;Autumn;3.8;-1.1;6.6;0.0;;;5.1;;1022.2
2013-11-16;Wales;Argentina;40;6;2013 Autumn International;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2013-11-16;Ireland;Australia;15;32;2013 Autumn International;Lansdowne Road;Dublin;Ireland;FALSE;FALSE;Autumn;9.8;7.9;11.1;1.5;;243.0;18.6;;1030.7
2013-11-16;England;New Zealand;22;30;2013 Autumn International;Twickenham;London;England;FALSE;FALSE;Autumn;4.9;1.1;10.0;0.0;;294.0;5.3;;1032.0
2013-11-09;Wales;South Africa;15;24;2013 end-of-year test;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2013-11-09;France;New Zealand;19;26;2013 end-of year test;Stade de France;Saint-Denis;France;FALSE;FALSE;Autumn;8.3;5.4;10.5;22.7;;217.0;16.7;;1012.1
2013-11-09;Italy;Australia;20;50;2013 Autumn International;Stadio Olimpico di Torino;Turin;Italy;FALSE;FALSE;Autumn;10.9;9.6;13.8;0.3;;;8.4;;
2013-11-09;England;Argentina;31;12;2013 Autumn International;Twickenham;London;England;FALSE;FALSE;Autumn;5.7;3.9;8.2;8.6;;234.0;10.1;;1006.1
2013-11-02;England;Australia;20;13;2013 Autumn International;Twickenham Stadium;London;England;FALSE;FALSE;Autumn;11.9;10.1;15.8;0.5;;237.0;22.0;;998.6
2013-10-19;New Zealand;Australia;41;33;2013 Autumn International;Forsyth Barr Stadium;Dunedin;New Zealand;FALSE;FALSE;;;;;;;;;;
2013-10-05;South Africa;New Zealand;27;38;2013 Rugby Championship;Ellis Park;Johannesburg;South Africa;FALSE;FALSE;;;;;;;;;;
2013-10-05;Argentina;Australia;17;54;2013 Rugby Championship;Gigante de Arroyito;Rosario;Argentina;FALSE;FALSE;;;;;;;;;;
2013-09-28;Argentina;New Zealand;15;33;2013 Rugby Championship;Estadio Único;La Plata;Argentina;FALSE;FALSE;Spring;14.6;12.6;18.2;0.0;;;;;
2013-09-28;South Africa;Australia;28;8;2013 Rugby Championship;Newlands Stadium;Cape Town;South Africa;FALSE;FALSE;Spring;12.9;9.1;16.6;0.8;;;13.5;;
2013-09-14;Australia;Argentina;14;13;2013 Rugby Championship;Subiaco Oval;Perth;Australia;FALSE;FALSE;Spring;;11.6;16.3;39.4;;;;;
2013-09-14;New Zealand;South Africa;29;15;2013 Rugby Championship;Eden Park;Auckland;New Zealand;FALSE;FALSE;Spring;11.6;;14.9;8.4;;;;;
2013-09-07;New Zealand;Argentina;28;13;2013 Rugby Championship;Waikato Stadium;Hamilton;New Zealand;FALSE;FALSE;Autumn;26.4;22.7;29.0;0.0;;71.0;10.4;;
2013-09-07;New Zealand;Argentina;28;13;2013 Rugby Championship;Waikato Stadium;Hamilton;New Zealand;FALSE;FALSE;Spring;14.2;12.0;16.0;;;262.0;20.8;;
2013-09-07;Australia;South Africa;12;38;2013 Rugby Championship;Lang Park;Brisbane;Australia;FALSE;FALSE;Spring;;12.3;25.6;0.0;;;;;
2013-08-24;New Zealand;Australia;27;16;2013 Rugby Championship;Wellington Regional Stadium;Wellington;New Zealand;FALSE;FALSE;Winter;12.6;9.8;15.3;;;;;;
2013-08-24;Argentina;South Africa;17;22;2013 Rugby Championship;Malvinas Argentinas;Mendoza;Argentina;FALSE;FALSE;;;;;;;;;;
2013-08-17;South Africa;Argentina;73;13;2013 Rugby Championship;FNB Stadium;Johannesburg;South Africa;FALSE;FALSE;;;;;;;;;;
2013-08-17;Australia;New Zealand;29;47;2013 Rugby Championship;Stadium Australia;Sydney;Australia;FALSE;FALSE;Winter;17.2;12.0;25.5;0.0;;326.0;24.6;;1010.0
2013-06-22;Scotland;Italy;30;29;South African Quadrangular tournament third place final;Loftus Versfeld;Pretoria;South Africa;TRUE;FALSE;Winter;13.8;;22.6;;;;;;
2013-06-22;New Zealand;France;24;9;2013 French tour to New Zealand;Yarrow Stadium;New Plymouth;New Zealand;FALSE;FALSE;Winter;7.8;2.5;13.1;0.5;;;;;
2013-06-15;Argentina;England;26;51;2013 England tour of Argentina;Vélez Sársfield;Buenos Aires;Argentina;FALSE;FALSE;Winter;11.4;8.2;;;;;;;
2013-06-15;South Africa;Scotland;30;17;South African Quadrangular tournament;Mbombela Stadium;Nelspruit;South Africa;FALSE;FALSE;Winter;14.5;1.1;28.3;;;;;;
2013-06-15;New Zealand;France;30;0;2013 French tour to New Zealand;Rugby League Park;Christchurch;New Zealand;FALSE;FALSE;Winter;7.2;2.7;8.2;0.0;;;;;
2013-06-08;Argentina;England;3;32;2013 England tour of Argentina;Estadio Padre Ernesto Martearena;Salta;Argentina;FALSE;FALSE;;;;;;;;;;
2013-06-08;New Zealand;France;23;13;2013 French tour to New Zealand;Eden Park;Auckland;New Zealand;FALSE;FALSE;Winter;13.9;7.8;17.1;0.0;;;;;
2013-06-08;South Africa;Italy;44;10;2013 South African quadrangular tournament;Kings Park Stadium;Durban;South Africa;FALSE;FALSE;;;;;;;;;;
2013-03-16;Wales;England;30;3;2013 Six Nations Championship;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2013-03-16;France;Scotland;23;16;2013 Six Nations Championship;Stade de France;Saint-Denis;France;FALSE;FALSE;Spring;4.9;1.9;9.3;6.0;;182.0;17.9;;1006.5
2013-03-16;Italy;Ireland;22;15;2013 Six Nations Championship;Stadio Olimpico;Rome;Italy;FALSE;FALSE;Spring;4.6;-1.2;10.2;0.0;;;;;
2013-03-10;England;Italy;18;11;2013 Six Nations Championship;Twickenham;London;England;FALSE;FALSE;Spring;2.7;1.0;4.2;0.3;;41.0;19.1;;1006.2
2013-03-09;Scotland;Wales;18;28;2013 Six Nations Championship;Murrayfield Stadium;Edinburgh;Scotland;FALSE;FALSE;Spring;3.6;2.9;4.3;4.1;;80.0;30.8;;1010.9
2013-03-09;Ireland;France;13;13;2013 Six Nations Championship;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Spring;5.7;7.0;7.2;3.0;;77.0;22.8;;1002.4
2013-02-24;Scotland;Ireland;12;8;2013 Six Nations Championship;Murrayfield Stadium;Edinburgh;Scotland;FALSE;FALSE;Winter;2.6;0.2;6.5;0.3;;20.0;9.6;;1030.7
2013-02-23;England;France;23;13;2013 Six Nations Championship;Twickenham;London;England;FALSE;FALSE;Winter;0.9;0.1;2.5;0.0;;26.0;14.0;;1021.1
2013-02-23;Italy;Wales;9;26;2013 Six Nations;Stadio Olimpico;Rome;Italy;FALSE;FALSE;Winter;8.0;2.4;12.0;23.1;;;;;
2013-02-10;Ireland;England;6;12;2013 Six Nations Championship;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Winter;5.8;5.7;7.2;9.2;;270.0;17.0;;994.0
2013-02-09;Scotland;Italy;34;10;2013 Six Nations Championship;Murrayfield;Edinburgh;Scotland;FALSE;FALSE;Winter;3.7;2.1;4.8;0.3;;;7.5;;1017.0
2013-02-09;France;Wales;6;16;2013 Six Nations Championship;Stade de France;Paris;France;FALSE;FALSE;Winter;0.7;-0.5;4.7;0.4;;;5.7;;1019.9
2013-02-03;Italy;France;23;18;2013 Six Nations Championship;Stadio Olimpico;Rome;Italy;FALSE;FALSE;Winter;7.2;;10.4;2.0;;;;;
2013-02-02;Wales;Ireland;22;30;2013 Six Nations Championship;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2013-02-02;England;Scotland;38;18;2013 Six Nations Championship;Twickenham Stadium;London;England;FALSE;FALSE;Winter;3.8;0.8;5.7;3.6;;327.0;15.9;;1016.0
2012-12-01;Wales;Australia;12;14;2012 Autumn International;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2012-12-01;England;New Zealand;38;21;2012 Autumn International;Twickenham;London;England;FALSE;FALSE;Winter;1.6;-1.3;6.2;0.0;;279.0;10.0;;1014.8
2012-11-24;Ireland;Argentina;46;24;2012 Autumn Internationals;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Autumn;2.5;-2.2;5.6;0.0;;;10.5;;1009.8
2012-11-24;Wales;New Zealand;10;33;2012 Autumn International;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2012-11-24;England;South Africa;15;16;2012 Autumn International;Twickenham;London;England;FALSE;FALSE;Autumn;6.6;2.5;9.8;0.0;;71.0;12.6;;1010.0
2012-11-24;Italy;Australia;19;22;2012 Autumn International;Stadio Artemio Franchi;Florence;Italy;FALSE;FALSE;;;;;;;;;;
2012-11-17;France;Argentina;39;22;2012 Autumn International;Grand Stade Lille Métropole;Lille;France;FALSE;FALSE;Autumn;6.2;2.5;8.6;0.0;;186.0;14.0;;1010.2
2012-11-17;England;Australia;14;20;2012 Autumn International;Twickenham Stadium;London;England;FALSE;FALSE;Autumn;10.6;7.7;12.6;0.0;;266.0;10.3;;1007.8
2012-11-17;Scotland;South Africa;10;21;2012 Autumn International;Murrayfield;Edinburgh;Scotland;FALSE;FALSE;Autumn;5.0;2.0;7.5;0.5;;255.0;17.2;;1002.8
2012-11-17;Italy;New Zealand;10;42;2012 end-of-year internationals;Stadio Olimpico;Rome;Italy;FALSE;FALSE;Autumn;12.2;;16.2;0.0;;;;;
2012-11-11;Scotland;New Zealand;22;51;2012 Autumn International;Murrayfield;Edinburgh;Scotland;FALSE;FALSE;Autumn;4.3;1.3;8.0;0.3;;260.0;13.2;;1007.1
2012-11-10;Wales;Argentina;12;26;2012 Autumn International;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2012-11-10;Ireland;South Africa;12;16;2012 end-of-year test;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Autumn;4.9;2.2;8.2;0.0;;250.0;18.9;;996.0
2012-11-10;France;Australia;33;6;2012 Autumn International;Stade de France;Saint-Denis;France;FALSE;FALSE;Autumn;10.6;8.0;13.9;4.9;;208.0;12.0;;1002.2
2012-10-20;Australia;New Zealand;18;18;2012 Autumn International;Lang Park;Brisbane;Australia;FALSE;FALSE;Spring;;16.7;30.2;0.0;;;;;
2012-10-06;South Africa;New Zealand;16;32;2012 Rugby Championship;FNB Stadium;Johannesburg;South Africa;FALSE;FALSE;;;;;;;;;;
2012-10-06;Argentina;Australia;19;25;2012 Rugby Championship;Gigante de Arroyito;Rosario;Argentina;FALSE;FALSE;;;;;;;;;;
2012-09-29;South Africa;Australia;31;8;2012 Rugby Championship;Loftus Versfeld Stadium;Pretoria;South Africa;FALSE;FALSE;Spring;13.3;;28.4;0.0;;;;;
2012-09-29;Argentina;New Zealand;15;54;2012 Rugby Championship;Estadio Único;La Plata;Argentina;FALSE;FALSE;Spring;16.6;;19.9;;;;;;
2012-09-15;Australia;Argentina;23;19;2012 Rugby Championship;Robina Stadium;Gold Coast;Australia;FALSE;FALSE;;;;;;;;;;
2012-09-15;New Zealand;South Africa;21;11;2012 Rugby Championship;Forsyth Barr Stadium;Dunedin;New Zealand;FALSE;FALSE;;;;;;;;;;
2012-09-08;New Zealand;Argentina;21;5;2012 Rugby Championship;Westpac Stadium;Wellington;New Zealand;FALSE;FALSE;Spring;12.6;;16.5;0.5;;;;;
2012-09-08;Australia;South Africa;26;19;2012 Rugby Championship;Subiaco Oval;Perth;Australia;FALSE;FALSE;Spring;;11.0;26.1;0.0;;;;;
2012-08-25;New Zealand;Australia;22;0;2012 Rugby Championship;Eden Park;Auckland;New Zealand;FALSE;FALSE;Winter;12.5;6.0;16.4;0.0;;;;;
2012-08-25;Argentina;South Africa;16;16;2012 Rugby Championship;Malvinas Argentinas;Mendoza;Argentina;FALSE;FALSE;;;;;;;;;;
2012-08-18;Australia;New Zealand;19;27;2012 Rugby Championship;Stadium Australia;Sydney;Australia;FALSE;FALSE;Winter;13.7;10.1;19.1;0.0;;303.0;30.5;;
2012-08-18;South Africa;Argentina;27;6;2012 Rugby Championship;Newlands Stadium;Cape Town;South Africa;FALSE;FALSE;Winter;9.9;2.7;17.1;;;;8.7;;
2012-06-23;New Zealand;Ireland;60;0;2012 Ireland rugby union tour of New Zealand;Waikato Stadium;Hamilton;New Zealand;FALSE;FALSE;Summer;24.7;23.1;26.6;0.0;;270.0;17.3;;
2012-06-23;New Zealand;Ireland;60;0;2012 Ireland rugby union tour of New Zealand;Waikato Stadium;Hamilton;New Zealand;FALSE;FALSE;Winter;14.1;8.0;16.0;;;345.0;13.4;;
2012-06-23;Australia;Wales;20;19;2012 Wales tour of Australia;Sydney Football Stadium;Sydney;Australia;FALSE;FALSE;Winter;11.0;8.5;17.1;0.0;;;;;
2012-06-23;Argentina;France;10;49;2012 France tour of Argentina;Estadio José Fierro;Tucumán;Argentina;FALSE;FALSE;;;;;;;;;;
2012-06-23;South Africa;England;14;14;2012 England rugby union tour of South Africa;Nelson Mandela Bay Stadium;Port Elizabeth;South Africa;FALSE;FALSE;;;;;;;;;;
2012-06-16;Australia;Wales;25;23;2012 Wales tour of Australia;Docklands Stadium;Melbourne;Australia;FALSE;FALSE;Winter;;7.4;14.9;0.0;;;;;
2012-06-16;New Zealand;Ireland;22;19;2012 Ireland rugby union tour of New Zealand;Rugby League Park;Christchurch;New Zealand;FALSE;FALSE;Winter;0.3;;7.6;21.1;;;;;
2012-06-16;Argentina;France;23;20;2012 France tour of Argentina;Estadio Mario Alberto Kempes;Córdoba;Argentina;FALSE;FALSE;Winter;9.2;5.0;20.8;;;139.0;11.5;;
2012-06-16;South Africa;England;36;27;2012 England rugby union tour of South Africa;Ellis Park;Johannesburg;South Africa;FALSE;FALSE;;;;;;;;;;
2012-06-09;Australia;Wales;27;19;2012 Wales tour of Australia;Lang Park;Brisbane;Australia;FALSE;FALSE;Winter;;12.7;20.3;0.0;;;;;
2012-06-09;Argentina;Italy;37;22;2012 June rugby union tests;Estadio Bicentenario;San Juan;Argentina;FALSE;FALSE;Winter;3.6;-4.5;14.0;;;;;;
2012-06-09;Argentina;Italy;37;22;2012 June rugby union tests;Estadio Bicentenario;San Juan;Argentina;FALSE;FALSE;Summer;28.6;26.1;32.8;0.0;0.0;;14.4;;1015.7
2012-06-09;New Zealand;Ireland;42;10;2012 Ireland rugby union tour of New Zealand;Eden Park;Auckland;New Zealand;FALSE;FALSE;Winter;13.7;9.8;17.0;9.9;;;;;
2012-06-09;South Africa;England;22;17;2012 England rugby union tour of South Africa;Kings Park;Durban;South Africa;FALSE;FALSE;;;;;;;;;;
2012-06-05;Australia;Scotland;6;9;2012 Scotland tour of Australia, Fiji and Samoa;McDonald Jones Stadium;Newcastle;Australia;FALSE;FALSE;;;;;;;;;;
2012-03-17;England;Ireland;30;9;2012 Six Nations Championship;Twickenham;London;England;FALSE;FALSE;Spring;8.9;6.9;11.1;1.0;;196.0;15.1;;1012.9
2012-03-17;Wales;France;16;9;2012 Six Nations Championship;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2012-03-17;Italy;Scotland;13;6;2012 Six Nations Championship;Stadio Olimpico;Rome;Italy;FALSE;FALSE;Spring;12.9;8.8;19.0;0.0;;;;;
2012-03-11;France;England;22;24;2012 Six Nations Championship;Stade de France;Saint-Denis;France;FALSE;FALSE;Spring;10.2;8.8;13.2;0.0;;2.0;11.8;;1035.8
2012-03-10;Ireland;Scotland;32;14;2012 Six Nations Championship;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Spring;11.2;9.9;12.3;0.0;;254.0;26.1;;1036.7
2012-03-10;Wales;Italy;24;3;2012 Six Nations;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2012-03-04;France;Ireland;17;17;2012 Six Nations Championship;Stade de France;Saint-Denis;France;FALSE;FALSE;Spring;7.9;6.6;10.8;3.8;;204.0;15.2;;1019.7
2012-02-26;Scotland;France;17;23;2012 Six Nations Championship;Murrayfield;Edinburgh;Scotland;FALSE;FALSE;Winter;7.1;3.3;10.5;0.3;;257.0;18.3;;1022.4
2012-02-25;England;Wales;12;19;2012 Six Nations Championship;Twickenham;London;England;FALSE;FALSE;Winter;9.2;5.9;12.2;0.0;;314.0;8.6;;1027.8
2012-02-25;Ireland;Italy;42;10;2012 Six Nations Championship;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Winter;6.4;1.7;9.7;;;256.0;14.3;;1028.7
2012-02-12;Wales;Scotland;27;13;2012 Six Nations Championship;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
2012-02-11;Italy;England;15;19;2012 Six Nations Championship;Stadio Olimpico;Rome;Italy;FALSE;FALSE;Winter;1.1;-0.4;6.6;5.1;41.0;;;;
2012-02-05;Ireland;Wales;21;23;2012 Six Nations Championship;Aviva Stadium;Dublin;Ireland;FALSE;FALSE;Winter;4.7;2.5;7.1;0.0;;255.0;17.3;;1029.1
2012-02-04;Scotland;England;6;13;2012 Six Nations Championship;Murrayfield Stadium;Edinburgh;Scotland;FALSE;FALSE;Winter;0.9;-3.9;3.6;0.3;;241.0;9.6;;1025.9
2012-02-04;France;Italy;30;12;2012 Six Nations Championship;Stade de France;Saint-Denis;France;FALSE;FALSE;Winter;-4.8;-7.6;-2.2;0.0;;81.0;8.2;;1037.6
2011-12-03;Wales;Australia;18;24;2011 Autumn International;Millennium Stadium;Cardiff;Wales;FALSE;FALSE;;;;;;;;;;
